hashtag,count
khuzdar,248
saturdaymorning,248
govt,248
staysafe,248
world,248
ganderbal,247
beauty,246
separatists,246
doge,244
internationalwomensday,242
games,242
japan,240
stayhomestaysafe,240
balochmissingpersons,240
sundaythoughts,239
hurriyat,239
nepal,238
sindh,236
eidmubarak,235
chinaagainstminorities,234
picoftheday,234
naturephotography,232
uri,232
pakistanbetrayedbengalis,230
tuesdaymotivation,230
kashmirallah,230
kashmiritaliban,229
happy,229
football,228
fridayfeeling,224
kashmirexodus1990,223
uyghurgenocide,219
students,218
wednesdaythoughts,217
fakenews,217
pakistanbetrayskashmir,213
usa,212
alertbsf,212
kashmirissue,212
medical,212
tlp,211
coas,211
ipl,211
saudiarabia,208
freebaloch2020,208
players,208
israel,207
cute,207
kashmiryouth,207
blueforkashmir,205
geelani,204
kargilwar,201
chineseinvasion,199
asalinsaaf,198
marchtuhoga,198
pakarmysenahopayega,198
ipl2021,198
isro,198
mondaymorning,196
burhanisnotmyhero,194
isikilledkhadim,194
kashmirbeauty,194
cwc19,193
crpf,192
mumbai,192
motivation,190
wednesdaywisdom,188
teamindia,188
ramzan,188
bollywood,187
beijing,185
tokyo2020,185
mondaymotivaton,184
terrorfreekashmir,184
terroristspakproxies,183
chineseaggression,182
ramazan,181
indians,181
50yearsnothingchanged,181
update,180
gbisnotpakistan,179
whitecollarterrorist,178
tibet,177
pakagainsthumanity,177
kashmirsolidarityday,177
isi,175
jihadnahijahalat,174
karachi,174
happierthenever,173
delhi,173
swarnimvijayvarsh,172
normalcy,170
freesindhudesh,169
national,169
pakistandayparade,168
goodmorningtwitterworld,168
mosque,168
chinavirus,168
gazaunderattack,167
deen,167
dallake,167
funny,165
tirangaforkashmir,165
coronaviruspandemic,164
follow,164
friendshipday,164
kashmircrisis,163
kashmirawaam,163
genocide,162
ahmadiyya,161
turkey,161
propagandists,161
traitorsofkashmir,160
covid2019,159
alert,159
photooftheday,159
local,159
kashmirihindus,158
encounter,158
ramdan,158
cryptocurrency,157
modi,157
pakarmyzinabad,156
viratkohli,156
ramadankareem,156
eu,155
art,155
nationfirst,154
whatshappeninginmyanmar,153
solidaritea4kashmir,153
bangladeshis,153
memes,153
zakirmusa,153
merakasheer,152
handwara,152
pakistanzindabad,151
loc,151
failedpakistan,150
kashmirtourism,150
volleyball,150
drugs,150
covidー19,149
burhan,149
armyawaam,149
winter,149
quetta,148
freepalastine,148
zinakanishanpakistan,148
kashmirseeksattention,148
pakistanibeggingbowl,147
peaceovertures,147
standwithafghanwomen,147
ungratefulworsethancovid,146
islamicquotes,146
happylife,146
kashmirdispatch,145
notourkashmiris,144
exclusive,144
kashmirlovespeace,144
bbcqt,143
nakedattraction,143
pakistansupportsturkey,142
ddcelections,142
latestupdates,142
armyhelpstokashmir,142
pakistanis,141
kashmirsports,141
bengali,140
kargilvijaydivas,140
ddcelections2020,140
voicesofafghanwomen,139
paktargetskashmiris,139
travel,139
kashmirbadalrahahai,139
rakshamantri,138
earthquake,138
life,138
chinaretreats,137
पाकिस्तान,137
gaza,137
newjammukashmir,137
thread,137
jannat,137
unitedstates,136
feb16coup,135
pakistanoccupiedsindhudesh,134
republicday,134
pulwamaattack,134
kpholocaustday,133
auratazadimarch2021,133
janikhelsitin,133
militants,133
eid,133
tootak,132
isis,132
olympicgames,132
coronavirusoutbreak,132
kashmirfun,132
tokyoolympics,131
russia,131
namaz,131
championship,131
khalistani,130
church,130
bannu,130
lestweforgetindia,129
pakistaniterrorists,129
july8kashmirrejectshartal,129
school,129
shaheen_lll,128
opinion,128
separatist,128
t20worldcup,127
gurez,127
pashtun,126
dhaka,126
vaccination,126
kabul,125
indiachinafaceoff,125
fitness,125
swarnimvijaymashaal,125
madeinchinavirus,125
young,125
vardikikhudgarzi,124
eastpakistan,124
sadhguruquotes,124
terroristan,124
imrankhanpti,123
indveng,122
sheikhmujiburrahman,121
chinathreatensjapan,121
कारगिल_विजय_दिवस,121
pakistancivilwar,121
pahalgam,121
stopconvertingminorities,120
coronaviruspakistan,120
gajrajcorps,119
christian,119
punjab,119
pakistanagainstminorities,119
snow,119
chinesecoronavirus,118
pashtunsdividedbyisi,118
poonch,118
indianairforce,118
gayapakistan,117
rohingya,117
arabs,117
chinesenavy,117
chokepoints,117
assembly,117
genocidalwar,116
bakarwal,116
goodwillgesture,116
balochibrothers,115
selected,115
sinovac,114
kashmirnow,114
government,114
saturdayvibes,113
pm,113
watch,113
kashmirtowardsprosperity,113
unreliablepakistan,113
health,113
plightofindianarmedforces,112
un,112
makkah,112
gogglebox,111
kulbhushanjadhav,111
boycottimrankhan,111
awam,111
apjabdulkalam,111
facts,110
instagood,110
francewatch,109
gazaunderattackk,109
pkmkb,109
talent,109
border,109
chinesestocks,108
gazaunderattak,108
top,108
like,108
gold,108
shopianencounter,107
apology,106
defence,106
salute,106
girls,106
security,106
nia,105
islamabad,105
naturallife,105
paradise,105
saveislam,104
intolerantchina,104
sankalpdiwas,104
syria,104
youtube,104
gujjar,104
chinar,104
staysafestayhome,104
peru,103
georgesoros,103
perudesperto,103
indiawillwin,103
armycdrnc,103
eidulfitr,103
pulwamamartyrs,103
cm,102
military,102
freedom,102
kashmiripandit,102
assam,101
coronaviruslockdown,101
coronavirusupdate,101
kashmirrejectshurriyat,100
wednesdaymorning,100
music,100
naturelovers,99
independenceday,99
chinaliedpeopledied,99
earthday,99
coronainpakistan,99
beautyful,99
nepalprotest,98
anticommunistprotests,98
feb5antiterrorismday,98
indiafightscovid19,98
smile,98
oxygen,98
tiananmenandgalwan,98
hypocritechina,97
chinasinking,97
erdogan,97
karimabaloch,97
olympics2021,97
ramadan2021,97
kashmiryouthdabest,97
vaccine,97
vijaydiwas,96
indvswi,96
civilwarinpakistan,96
ttp,95
freepalaestine,95
humanityfirst,95
burhansnotmyhero,95
fight4humanrights,95
kashmirrejectspak,95
gntm,94
mehbooba,94
pakistanisterroristan,94
blasphemy,94
kashmirlife,93
armeniangenocide,92
pakistanoccupiedsindh,92
tlp_protest,92
queendom,92
insiders,92
fraudsolidarityday,92
international,92
indianocean,91
spiritofpulwama,91
telstraday,91
taiwan,91
chinarcorpscdr,91
pakproxytaliban,91
pakagainsthumanities,91
pakinturmoil,91
amarnathyatra,91
awantipora,91
usnavy,90
hurriyatrejoices,90
indianeedoxygen,90
heroesofpulwama,90
kashmiragainstpropaganda,90
womensday,90
mountains,90
game,90
quad,90
prophetmuhammad,90
motivational,90
bajwa,90
pakistanbanegahindustan,89
hindus,89
humblackmailerusamashaheed,88
drugtrafficking,88
terrorfinancing,88
stayhomesavelives,88
eurovision,88
lifestyle,88
natural,88
humsayahainhum,88
leaderlessjaish,88
chinesethreat,87
standupagainstchina,87
youtubepromotesterrorism,87
coronavirusinpakistan,87
14augustblackday,87
kashmirtelegraph,87
allahisone,87
eidaladha,87
boycottchina,87
ummerfayaz,87
awaamaurjawaan,87
tournament,87
sundaymorning,86
farmbills2020,86
coronaoutbreak,86
14thaugustazadiday,86
sna,85
australiancoal,85
indiansailors,85
jannah,85
happiness,85
macch,84
rajouri,84
naturalbeauty,84
ikthebiggestbegger,83
coronaupdate,83
tuesdayfeeling,83
engvind,83
israeliterrorism,83
isil,83
fashion,83
freebaloch,82
allahisthegreatest,82
alhamdulillah,82
jihad,82
people,82
unite2fightcorona,81
azadikaamritmahotsav,81
naxalfreeindia,81
mumbaiterrorattack,81
tuesdaymorning,81
girl,81
adventure,81
saynotodrugs,81
online,81
drug,81
hajj,81
canadaselloff,80
sadhguru,80
kashmircovid19,80
allahakbar,80
indiafightscoronavirus,80
culture,80
nation,80
proud,80
israeliattackonalaqsa,79
pmimrankhan,79
coronavirusindia,79
let,79
democracy,79
stayathomesavelives,78
banimports,78
بلیک_میلر_تم_ہو_عمران_خان,78
iaf,78
pakistanindependenceday,78
kashmirisoliditiarywithindia,78
kanigam,78
allha,78
jummatulwida,78
kashmirkillings,78
landscape,78
allaha,78
internationaldayofyoga,78
soldiers,78
competition,78
beautifulkashmir,78
justintrudeausupportsterrorists,77
chinesehackers,77
franceagainstradicalism,77
palestinebleeding,77
syedaligeelani,77
notoeuropeansuperleague,77
championsleague,77
humsayahaihum,77
spring,77
helpinghand,77
operationvijay,76
indiaat75,76
alaqsaunderattack,76
station19,76
derekchauvintrial,76
indiatakesonchina,76
madina,76
muhammad,76
hockey,76
awareness,76
festival,76
humanity,76
ispr,75
shahtootdam,75
ccppropaganda,75
australian,75
chineseterrorists,75
chinesespies,75
nds,75
terroristinfectedwithcorona,75
radiochinar,75
boycottpakistan,75
rohitsharma,75
pattan,75
trf,75
protest,75
kashmirlivesmatter,75
allahisgreat,74
indvnz,74
schools,74
drugfreekashmir,74
radicalturkey,73
ussnubsturkey,73
afganistan,73
covid__19,73
fakesolidarityday,73
hizbul,73
operation_update,73
pakistanigirl,73
blacklivesmatter,73
jhelum,73
covid19pakistan,73
armywithawaam,73
ltgenykjoshi,72
unitedagainstcorona,72
xiaozhan,72
uae,72
allahuekber,72
armyday,72
surgicalstrikereloaded,72
tuesday,72
militant,72
terroristsupporter,72
heaven,72
indiachinastandoff,72
socialmedia,72
gaza_under_attack,71
copaamerica,71
staysgoingtojailparty,71
allahu,71
tuesdayvibes,71
coronavirusupdates,71
whatkashmirmeansforpakistan,71
sofiekashmir,71
likeforlike,71
tulipgarden,71
training,71
khadimhussainrizvi,70
covidemergency2021,70
jeno,70
greysanatomy,70
indiaforgivesjinnah,70
allahswt,70
independencedayindia,70
navy,70
kashmirmirror,70
pakistanmakingprogress,70
bcci,70
fridayvibes,70
pmoindia,70
azadi,70
europeansuperleague,69
independencedaypakistan,69
swachhbharat,69
pakistantoendistan,69
galwanvalley,69
pakistanstandswithpalestine,69
indvssa,69
loksabhaelections2019,69
big,69
funnymemes,69
dal,69
greenkashmir,69
iran,68
oscars,68
kashmirapple,68
amarnath,68
instagram,68
lovely,68
akshaykumar,68
kashmirforall,68
fakedossier,67
bankruptpakistan,67
humanrightsday,67
paralympics,67
myra,67
iamkashmir,67
kashmirwithindia,67
state,67
jktourism,67
traitors,67
violence,67
humanrightsabuses,66
uygher,66
ürümqi,66
follobackinstantly,66
chandrayaan2,66
ethereum,66
munrom,66
article35a,66
ashes,66
kashmirdevelopment,66
university,66
billgatesdivorce,65
afghan,65
blackday,65
comedy,65
tiktok,65
leh,65
alaqsamosque,64
eidalfitr,64
burhanwaninotmyhero,64
latelate,64
ceasefire,64
student,64
ddc,63
indvpak,63
enjoyed,63
onthisday,63
restoretheskandar,63
msdhoni,63
photo,63
yoga,63
country,63
newprofilepic,62
yogaforwellness,62
donaldtrump,62
unethicalpakistanarmy,62
psgbayern,62
pakistanreturnstoindia,62
southafrica,62
indvwi,62
palestinewillbefree,62
ishayogacenter,62
kashmirrejectpak,62
tourists,62
boxing,62
water,62
indvspak,62
cowardpakistanarmy,61
covidemergency,61
wednesdayvibe,61
btsarmy,61
ramadhan,61
derekchauvin,61
billgates,61
cheer4india,61
england,61
kashmirisindia,61
monday,61
earth,61
village,61
incredibleindia,61
sinopharm,60
shehnaazgill,60
burhancoward,60
chinazi,60
palestinianlivesmatter,60
gravitas,60
fightagainstcovid19,60
hafizsaeed,60
shikara,60
tournaments,60
flowers,60
indvseng,60
missile,60
navratri,60
firstlineofdefence,60
imrankhanunbancrypto,59
rapistarmyinbalochistan,59
tangdhar,59
happynewyear2021,59
instagramdown,59
2611attack,59
vaccinated,59
mothersday,59
peaceful,59
indiannavy,59
twitter,59
coronastopkarona,58
sarinager,58
nigerianidol,58
thefalconandthewintersoldier,58
bjp,58
unhrc,58
courage,58
radio,58
educational,58
operational,58
anti,58
soldier,58
district,58
sindhudeshfreedommovement,57
bioweapon,57
coronalockdown,57
nationalyouthday,57
georgefloyd,57
indvban,57
daterush,57
politics,57
fridayfitness,57
economy,57
helpinghands,57
ipl2019,57
fakehandle,56
pakistancoronavirus,56
like4like,56
isola,56
kashmiriapple,56
painting,56
gulmarg_winter_festival,56
covidindia,56
welldonebsf,56
pakistanisi,55
भारत,55
louisvuitton,55
indianeedsoxygen,55
glazersout,55
huriyat,55
rip,55
muharram,55
scenery,55
friendship,55
kashmirwithindianarmy,55
traditional,55
latestnews,55
future,55
wecare,55
drdo,54
chinesevirus19,54
cryptocrash,54
boycottisrael,54
armyandyouth,54
mohmad,54
tiananmenandandgalwan,54
asia,54
family,54
indianepalfriendship,54
sunday,54
pandemic,54
mother,54
standwithkashmir,54
viennaterrorattack,53
modihaitohmumkinhai,53
bewithyogabeathome,53
indiaarmy,53
treasure,53
fun,53
crypto,53
covidvaccine,53
coronawarriors,53
hope,53
sport,53
kashmirfightscovid,53
artist,53
indianarmyinkashmir,53
woman,53
vienna,52
gulfkanawut,52
artistontwitter,52
israelicrimes,52
londonprotest,52
soscolombiaddhh,52
dgispr,52
hantavirus,52
ptigovernment,52
chinaflooding,52
rafale,52
hindustan,52
lolab,52
food,52
kashmirevents,52
unendingbandh,52
hero,52
hospital,52
traitor,52
attack,52
tourist,52
faujifoundation,51
unsc,51
republicansofindia,51
sardarvallabhbhaipatel,51
uk,51
waqarzaka,51
freekashmirnow,51
modiresign,51
oxygenshortage,51
congress,51
saturday,51
mondayvibes,51
savebalochi,51
debttrap,50
kargilvijaydiwas2021,50
bestphotography,50
delhiburning,50
chinapakexploitationcorridor,50
vincenzo,50
prosperouskashmir,50
kuran,50
balakot,50
readyforwar,50
ipl2022,50
elections2021,50
malaysia,50
event,50
mainbhichowkidar,50
newkashmir,50
ipl2020,50
wednesday,50
video,50
kheloindia,50
saffron,50
franceterrorattack,49
hanbin,49
tokyoolympics2020,49
masumiyet,49
gunplot,49
fixthecountry,49
jandkfightscorona,49
holi,49
yogaday,49
kathua,49
hijab,49
recruitment,49
pibfactcheck,49
youthofkashmir,49
patriotsofkashmir,48
badalatakashmir,48
amitshah,48
indvsl,48
kargil1999,48
hamas,48
israelterrorists,48
14augblackdayforpak,48
hm,48
lisa,48
schoolchalo,48
trump,48
helplessimrankhan,48
stopwavingpakflag,48
indiavspakistan,48
kashmirday,48
morning,48
journalist,48
inspiration,48
teachers,48
kashmirarmy,48
help,48
drugsfreekashmir,48
cdsgeneralbipinrawat,47
nighatbasir,47
covid19nsw,47
style,47
lockdown2021,47
oxygencrisis,47
presidentruleinbengal,47
happymoments,47
uefa,47
kartarpurcorridor,47
kashmirawam,47
goc,47
indvsnz,47
udhampur,47
interaction,47
wanimyhero,47
covidwarriors,47
surgical,47
merakashmirbadalrhahai,47
braveheart,47
empowerment,47
womenpower,47
election,47
nuclear,47
kashmirforpeace,47
technology,47
global,47
bangreywolves,46
turkishterroristorganization,46
farmersprotest,46
level5,46
memesdaily,46
turkeyisaterrorstate,46
resignshafqatmahmood,46
independenceday2021,46
chinastory,46
womenempowerement,46
zimvpak,46
foxhatesamericans,46
mrsmeg,46
justiceforpashtunlabourers,46
israeli,46
westbengal,46
worldemojiday,46
governor,46
community,46
win,46
gobackrahul,46
pakistanairforce,46
kashmiriyouthdabest,46
tulip,46
power,46
militancy,46
delhiriots,45
tlp_terrorist,45
sackdanandrews,45
sunnah,45
middleeast,45
jklf,45
tubbospace,45
dreamsmpfanart,45
freecodefridaycontest,45
fiukfezxixi,45
kissesdelavin,45
america,45
internationalyogaday,45
sportsman,45
friday,45
mehboobamufti,45
heroes,45
iccworldcup2019,45
viral,45
isupportarnabgoswami,45
dhoni,45
indiaindependenceday,45
armyhelptokashmir,45
muree,44
idy2021,44
echoke,44
red_horns_division,44
kiberiti,44
boristhebutcher,44
halabirabiya,44
laziomilan,44
letthebodiespilehigh,44
logar,44
juveatleti,44
centre,44
jem,44
germany,44
eidwithpeace,44
shameonpakistan,44
kerala,44
kashmirdiaries,44
yogaday2019,43
sky,43
indo,43
halamadrid,43
examscancelkaro,43
iamsaadhussainrizvi,43
gomoramzansi,43
zdfmagazin,43
jk_police,43
maryamnawaz,43
poetry,43
sportsclub,43
cristianoronaldo,43
hitman,43
sunset,43
bharat,43
kishtwar,43
kashmirwantspeace,43
weather,43
rknews,43
bitcoin,43
kashmirstandswithindia,43
today,43
shiningjammukashmir,43
singer,43
रिट्वीट,42
howdymodi,42
shafqatmehmood,42
kulbhushanverdict,42
resignshafqatmehmood,42
dismissomasalam,42
indiaunitedtopostponejee_neet,42
youthwithyou3,42
cancelboardexam2021,42
imrankhancancelexam,42
chupkechupke,42
gazzaunderattack,42
memecoin,42
terroristnationapakistan,42
terristan,42
onlinelearning,42
quote,42
indonesia,42
saadrizvi,42
indvsa,42
smiles,42
pray,42
media,42
shameonpakistanarmy,42
agriculture,42
forces,42
pakistanlockdown,42
award,42
brotherhood,42
coronaalert,41
freedomofspeech,41
bundestag,41
mannkibaat,41
operationkashmir,41
covid19vic,41
habs,41
cancelboardexams2021,41
arsd,41
pakistanigay,41
genshinimpact,41
wrestlemania,41
saadhussainrizvi,41
barcagetafe,41
dragonsden,41
navarretediaz,41
ncoccancelexam,41
nfldraft,41
terroriststatepakistan,41
pakistanfightscorona,41
salmankhan,41
dankmemes,41
vivoipl,41
cycling,41
minister,41
indiancricketteam,41
south,41
business,41
match,41
drugfreeindia,41
securityforces,41
horticulture,41
stone,41
camp,41
pakistanrangers,40
francebeheading,40
illegalelectioninpiok,40
godmorningsaturday,40
covid_19india,40
kashmirrejectspakistan,40
pakistannavy,40
zakirsilenceshurriyat,40
armyofthedead,40
kashmir_isbleeding,40
genocideingaza,40
savepalestine,40
falconandwintersoldier,40
firelecce,40
gudipadwa,40
yesilcam,40
justiceforhinyumoren,40
khuda,40
trees,40
beautyinkashmir,40
quotes,40
pakkilledmirwaizfarooq,40
coronafighters,40
cyberattack,40
environment,40
updates,40
killed,40
money,40
punjabpolice,39
rajasthan,39
pti,39
lockdownextension,39
mumbaiattacks,39
worldphotographyday,39
earthday2021,39
electionresults,39
palestinian,39
auspol,39
enhypen,39
sportscenter,39
zonauang,39
thestreamers,39
ukbadvibes,39
bidenaddress,39
thewigonrok168,39
princemisuzulu,39
islamicreminders,39
kashmirisrejectpakistan,39
mondaymood,39
shia,39
swamivivekananda,39
coronavirusinindia,39
justiceforgeorgefloyd,39
maharashtra,39
neelamvalley,39
innovation,39
smilemore,39
hongkong,39
jantacurfew,39
kashmirstudentsoutshine,39
everyone,39
educationforall,39
air,39
road,39
political,39
lake,39
kashmirnature,39
normalcyinkashmir,39
pakistanmovingforward,38
vijaydiwas2020,38
kaizerchiefs,38
imperialistchina,38
antistudentspti,38
iplauction,38
uttarakhand,38
nctdream,38
carrieantoinette,38
hitmanday,38
standwithpalestine,38
kashmirlockdown,38
pakarmytakesoverpak,38
investitureceremony2020,38
supremesacrifice,38
kashmirlovers,38
place,38
subhanallah,38
russian,38
stayathome,38
abrogation,38
badminton,38
vote,38
tricolour,38
latest_updates,38
green,38
farmers,38
kashmiriswantfreedom,38
balochgenocide,38
pakistanexposed,38
yogaday2021,37
21dayschallenge,37
rafaleinindia,37
chinaindiafaceoff,37
peaceisazaadi,37
loveisland,37
कश्मीर_मेरा_है,37
cwc19final,37
songfestival,37
clouds,37
bgb,37
elclasico,37
bringbtsmcdealinpakistan,37
forapocah,37
endiasaysorrytokashmir,37
anonymous,37
anitwtmatingseason,37
kashmirresists,37
kashmirreferendum,37
indiafirst,37
bsfagainstdrugs,37
baluchistan,37
terrorstatepakistan,37
gilgit,37
bestmemes,37
pla,37
malalayousafzai,37
worldmentalhealthday,37
dutybeyondborders,37
happybaisakhi,37
priyankachopra,37
operationalnews,37
mountain,37
bharatratna,37
urdu,37
job,37
onlineclasses,37
rakshabandhan,37
fatfblacklistpakistan,37
muharram2021,37
internationaltigerday,36
kashmirfight,36
cctv,36
kargilvijaydiwas2020,36
merakashmir_sunherakashmir,36
indvafg,36
kulbhushankesaathdesh,36
cds,36
wearamask,36
travelphotography,36
corona2ndwave,36
datemyfamily,36
dmxfuneral,36
tommasozorzi,36
zhongli,36
imran,36
indialockdownfor21days,36
healthy,36
bakarwals,36
dilipkumar,36
narendramodi,36
tangmarg,36
tiranga,36
pulwamaterrorattack,36
indianarmedforces,36
chinafloods,36
operation,36
garden,36
mubarak,36
public,36
jobs,36
awaamaurjawan,36
nationalfarmersday,36
minorities,36
social,36
justice,36
folloforfolloback,35
ausvind,35
freetibet,35
tiktokdown,35
tripletalaqbill,35
palestinianslivesmatter,35
meme,35
arabworld,35
dogetothemoon,35
indianapolis500,35
pakistanicucks,35
winmetawin,35
deprem,35
covide19,35
letafghansdecidetheirfuture,35
lebronjames,35
girlfromrio,35
amabishop,35
covidisairborne,35
glazerout,35
rhony,35
kashmiryouthalliance,35
may23withtimesnow,35
nasa,35
lashkar,35
diwali,35
american,35
srilanka,35
ramban,35
followme,35
viewpoint,35
machhal,35
president,35
imageofkashmir,35
tree,35
icc,35
awamaurjawan,35
apple,35
happynewyear,35
kashmiruniversity,35
hardilkidhadkan,35
handicrafts,35
history,35
womensequalityday,34
lockdown2,34
कश्मीर,34
pashtuns,34
kashmirsurvivalday,34
internationaljusticeday,34
talibanterror,34
upsc,34
buttertoday,34
istandwithpalestine,34
bts_butter,34
mivkkr,34
khalistan,34
15thaugkashmirblackday,34
pristinepulwama,34
battlegroundsmobileindia,34
rapistfcinbalochistan,34
indianmatchmaking,34
vanakkamrahulgandhi,34
leadersinisb,34
vcoas,34
indiasaluteskargilheroes,34
rs,34
altaf,34
happylifestyle,34
pic,34
langate,34
progress,34
wushu,34
babarazam,34
balochistanfreedomfighters,34
kashmirwinter,34
leadership,34
inspirational,34
kangan,34
facebook,34
likeforlikes,34
silver,34
pride,34
goodevening,34
kohli,34
war,34
covid19pandemic,33
coronamuktawaam,33
covid1948,33
missuniverse,33
chinagate,33
lawschoolep1,33
lawschool,33
georgefloydtrial,33
my600lblife,33
oyunbozuluyor,33
modiabandonedindia,33
happybirthdaysachin,33
kashmirkids,33
balochmissingpersonsday,33
prabhas,33
21daylockdown,33
covid19vaccine,33
kids,33
tweet,33
savebalochmissingpersons,33
hadees,33
arrested,33
worldenvironmentday,33
matches,33
rain,33
eiduladha,33
jaishkichutti,33
kashmir_beauty,33
mirwaiz,33
atrocities,33
brave,33
bangladeshi,33
railway,33
metoo,33
longlife4altafhussain,33
first,33
southchinasea,32
kenya,32
southerncomd,32
fathersday,32
happywomensday2020,32
icj,32
freepalenstine,32
ziyaselcukistifa,32
savind,32
indiancamgirl,32
cbse,32
baluchistannotpakistan,32
aespa,32
johnsonandjohnson,32
freeakuapempoloo,32
kpopgenversus,32
polskaensueurs,32
reelingintheyears,32
nfldraft2021,32
b0105,32
bengalburning,32
stayspacex,32
thebadbatch,32
bloodandguts,32
ourgiftformarktuanxcaa,32
rajnath,32
dailywisdom,32
nursesday,32
nationalisminkashmir,32
happydiwali,32
pakistanagainstminority,32
paf,32
pampore,32
doda,32
farooqabdullah,32
bhutan,32
nawaz,32
thursday,32
facebookdown,32
aajtak,32
sundayfunday,32
hafiz,32
thesrinagartimes,32
sonamarg,32
organised,32
ind,32
instigating,32
progressive,32
balochistanbleeds,32
kahmir,32
innocent,32
youths,32
new,32
cultural,32
martyrs,32
home,32
kashmirisstillburning,32
death,32
indianbrave,31
12corps,31
ltgenaamerriaz,31
hindusikhgenocide1947,31
forgottenhistory,31
gurunanakjayanti,31
happyholi,31
covid2019india,31
gandhijayanti,31
worldcancerday,31
bnp,31
internationalyouthday,31
olympics2020,31
banihal,31
cryptocurrencies,31
happysehunday,31
hopeworld300mspotify,31
modimadedisaster,31
lineofdutyfinale,31
youreworththewait,31
matury2021,31
kiernan,31
republicdayindia,31
indvaus,31
sidharthshukla,31
itbp,31
hizbulmujahideen,31
villagelife,31
congratulations,31
neet,31
musharraf,31
initiative,31
summer,31
indianarmypeoplearmy,31
whatsapp,31
kashmirblackday,31
wrestling,31
aircraft,31
clean,31
arms,31
vikrambatra,31
religion,31
mashallah,31
junkonechina,30
katrinakaif,30
lockdown21,30
boycottchineseproduct,30
galwan,30
kanganaranaut,30
respectnationalflag,30
budget2019,30
anjanaomkashyap,30
nationalvotersday,30
